standard_id,designation,title,publisher,record_type,country_scope,primary_category,latest_known_edition,applicability,summary,official_url,source_download_url,notes
NERC-FAC-002-4,FAC-002-4,Facility Interconnection Studies,North American Electric Reliability Corporation,standard,North America,"NERC Facilities Design, Connections, and Maintenance",2024-01-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the FAC family addressing facility interconnection studies.,https://www.nerc.com/standards/reliability-standards/fac/fac-002-4,https://www.nerc.com/globalassets/standards/reliability-standards/fac/fac-002-4.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified December 9, 2025. Public notes: Filing/Order Docket No. RD22-5-000 See Implementation Plan for additional compliance information."
NERC-FAC-003-5,FAC-003-5,Transmission Vegetation Management,North American Electric Reliability Corporation,standard,North America,"NERC Facilities Design, Connections, and Maintenance",2024-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the FAC family addressing transmission vegetation management.,https://www.nerc.com/standards/reliability-standards/fac/fac-003-5,https://www.nerc.com/globalassets/standards/reliability-standards/fac/fac-003-5.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified December 9, 2025. Public notes: Filing/Order Docket No. RD22-2-000."
NERC-FAC-008-5,FAC-008-5,Facility Ratings,North American Electric Reliability Corporation,standard,North America,"NERC Facilities Design, Connections, and Maintenance",2021-10-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the FAC family addressing facility ratings.,https://www.nerc.com/standards/reliability-standards/fac/fac-008-5,https://www.nerc.com/globalassets/standards/reliability-standards/fac/fac-008-5.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified June 12, 2025. Public notes: Filing/Order Docket No. RD21-4-000."
NERC-FAC-011-4,FAC-011-4,System Operating Limits Methodology for the Operations Horizon ,North American Electric Reliability Corporation,standard,North America,"NERC Facilities Design, Connections, and Maintenance",2024-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the FAC family addressing system operating limits methodology for the operations horizon .,https://www.nerc.com/standards/reliability-standards/fac/fac-011-4,https://www.nerc.com/globalassets/standards/reliability-standards/fac/fac-011-4.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified December 9, 2025. Public notes: Filing/Order Docket No. RD22-2-000."
NERC-FAC-014-3,FAC-014-3,Establish and Communicate System Operating Limits,North American Electric Reliability Corporation,standard,North America,"NERC Facilities Design, Connections, and Maintenance",2024-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the FAC family addressing establish and communicate system operating limits.,https://www.nerc.com/standards/reliability-standards/fac/fac-014-3,https://www.nerc.com/globalassets/standards/reliability-standards/fac/fac-014-3.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified December 9, 2025. Public notes: Filing/Order Docket No. RD22-2-000."
NERC-FAC-501-WECC-4,FAC-501-WECC-4,Transmission Maintenance,North American Electric Reliability Corporation,standard,North America,"NERC Facilities Design, Connections, and Maintenance",2025-01-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the FAC family addressing transmission maintenance.,https://www.nerc.com/standards/reliability-standards/fac/fac-501-wecc-4,https://www.nerc.com/globalassets/standards/reliability-standards/fac/fac-501-wecc-4.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified November 19, 2025. Public notes: Filing/Order Docket No. RD24-7-000."
NERC-GLOSSARY,NERC Glossary,Glossary of Terms Used in NERC Reliability Standards,North American Electric Reliability Corporation,glossary,North America,Bulk electric system reliability definitions,current,Definitions used in NERC reliability standards and related reliability documents,NERC glossary record for defined terms used by reliability standards and related bulk power system reliability documents.,https://www.nerc.com/glossary-of-terms,,NERC reliability standards page links to the glossary page; direct file URL was not extracted in this pass.
NERC-INT,NERC INT,Interchange Scheduling and Coordination,North American Electric Reliability Corporation,standard_family,North America,NERC Interchange Scheduling and Coordination,current,Enforceable after approval or adoption by the applicable regulatory authority,NERC INT reliability standards family for interchange scheduling and coordination requirements.,https://www.nerc.com/standards/reliability-standards/int,,Family record generated from the official NERC Reliability Standards page.
NERC-INT-006-5,INT-006-5,Evaluation of Interchange Transactions,North American Electric Reliability Corporation,standard,North America,NERC Interchange Scheduling and Coordination,2021-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the INT family addressing evaluation of interchange transactions.,https://www.nerc.com/standards/reliability-standards/int/int-006-5,https://www.nerc.com/globalassets/standards/reliability-standards/int/int-006-5.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified June 12, 2025. Public notes: Filing/Order Docket No. RM19-17-000."
NERC-INT-009-3,INT-009-3,Implementation of Interchange,North American Electric Reliability Corporation,standard,North America,NERC Interchange Scheduling and Coordination,2021-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the INT family addressing implementation of interchange.,https://www.nerc.com/standards/reliability-standards/int/int-009-3,https://www.nerc.com/globalassets/standards/reliability-standards/int/int-009-3.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified December 4, 2025. Public notes: Filing/Order Docket No. RM19-17-000."
NERC-IRO,NERC IRO,Interconnection Reliability Operations and Coordination,North American Electric Reliability Corporation,standard_family,North America,NERC Interconnection Reliability Operations and Coordination,current,Enforceable after approval or adoption by the applicable regulatory authority,NERC IRO reliability standards family for interconnection reliability operations and coordination requirements.,https://www.nerc.com/standards/reliability-standards/iro,,Family record generated from the official NERC Reliability Standards page.
NERC-IRO-001-4,IRO-001-4,Reliability Coordination - Responsibilities,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2017-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing reliability coordination - responsibilities.,https://www.nerc.com/standards/reliability-standards/iro/iro-001-4,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-001-4.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified June 12, 2025. Public notes: Filing/Order Docket No. RM15-16-000."
NERC-IRO-002-7,IRO-002-7,Reliability Coordination - Monitoring and Analysis,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2021-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing reliability coordination - monitoring and analysis.,https://www.nerc.com/standards/reliability-standards/iro/iro-002-7,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-002-7.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified December 4, 2025. Public notes: Filing/Order Docket No. RM19-16-000."
NERC-IRO-006-5,IRO-006-5,Reliability Coordination - Transmission Loading Relief (TLR),North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2011-07-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing reliability coordination - transmission loading relief (tlr).,https://www.nerc.com/standards/reliability-standards/iro/iro-006-5,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-006-5.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified June 12, 2025. Public notes: Filing/Order Docket No. RM06-16-000."
NERC-IRO-006-EAST-2,IRO-006-EAST-2,Transmission Loading Relief Procedure for the Eastern Interconnection,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2016-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing transmission loading relief procedure for the eastern interconnection.,https://www.nerc.com/standards/reliability-standards/iro/iro-006-east-2,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-006-east-2.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified June 12, 2025. Public notes: Filing/Order Docket No. RD15-7-000."
NERC-IRO-006-WECC-3,IRO-006-WECC-3,Qualified Path Unscheduled Flow (USF) Relief,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2019-10-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing qualified path unscheduled flow (usf) relief.,https://www.nerc.com/standards/reliability-standards/iro/iro-006-wecc-3,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-006-wecc-3.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified June 12, 2025. Public notes: Filing/Order Docket No. RD19-4-000."
NERC-IRO-008-3,IRO-008-3,Reliability Coordinator Operational Analyses and Real-time Assessments,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2024-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing reliability coordinator operational analyses and real-time assessments.,https://www.nerc.com/standards/reliability-standards/iro/iro-008-3,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-008-3.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified December 4, 2025. Public notes: Filing/Order Docket No. RD22-2-000."
NERC-IRO-009-2,IRO-009-2,Reliability Coordinator Actions to Operate Within IROLs,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2016-01-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing reliability coordinator actions to operate within irols.,https://www.nerc.com/standards/reliability-standards/iro/iro-009-2,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-009-2.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified June 12, 2025. Public notes: Filing/Order Docket No. RD15-7-000."
NERC-IRO-010-5,IRO-010-5,Reliability Coordinator Data and information Specification and Collection,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2025-07-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing reliability coordinator data and information specification and collection.,https://www.nerc.com/standards/reliability-standards/iro/iro-010-5,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-010-5.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified December 4, 2025. Public notes: Filing/Order Docket No. RD23-6-000."
NERC-IRO-010-6,IRO-010-6,Reliability Coordinator Data and Information Specification and Collection,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2029-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing reliability coordinator data and information specification and collection.,https://www.nerc.com/standards/reliability-standards/iro/iro-010-6,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-010-6.pdf,"NERC page label: Subject to Future Enforcement. Standard document modified December 4, 2025. Public notes: Filing/Order Docket No. RD26-1-000."
NERC-IRO-014-3,IRO-014-3,Coordination Among Reliability Coordinators,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2017-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing coordination among reliability coordinators.,https://www.nerc.com/standards/reliability-standards/iro/iro-014-3,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-014-3.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified June 12, 2025. Public notes: Filing/Order Docket No. RM15-16-000."
NERC-IRO-017-1,IRO-017-1,Outage Coordination,North American Electric Reliability Corporation,standard,North America,NERC Interconnection Reliability Operations and Coordination,2017-04-01,Enforceable after approval or adoption by the applicable regulatory authority,NERC reliability standard in the IRO family addressing outage coordination.,https://www.nerc.com/standards/reliability-standards/iro/iro-017-1,https://www.nerc.com/globalassets/standards/reliability-standards/iro/iro-017-1.pdf,"NERC page label: Mandatory Subject to Enforcement. Standard document modified June 12, 2025. Public notes: Filing/Order Docket No. RM15-16-000."
